"Date","Price","Open","High","Low","Vol.","Change %"
"03/15/2022","9.524","9.524","9.676","9.370","1.09M","-1.10%"
"03/14/2022","9.630","9.544","9.744","9.372","1.25M","2.12%"
"03/11/2022","9.430","9.444","9.572","9.100","2.18M","0.64%"
"03/10/2022","9.370","9.700","9.758","9.316","2.25M","-3.60%"
"03/09/2022","9.720","9.836","9.882","9.366","2.07M","1.46%"
"03/08/2022","9.580","9.850","10.300","9.580","2.58M","-3.91%"
"03/07/2022","9.970","10.010","10.340","9.620","1.70M","-3.30%"
"03/04/2022","10.310","11.050","11.185","10.305","2.07M","-7.12%"
"03/03/2022","11.100","11.240","11.560","11.085","1.92M","-1.25%"
"03/02/2022","11.240","11.180","11.380","10.935","1.75M","1.77%"
"03/01/2022","11.045","11.435","11.635","11.010","2.09M","-3.16%"
"02/28/2022","11.405","11.300","11.665","11.165","1.63M","0.31%"
"02/25/2022","11.370","10.730","11.400","10.730","1.44M","6.46%"
"02/24/2022","10.680","10.800","11.135","10.575","1.94M","-6.40%"
"02/23/2022","11.410","11.400","11.685","11.400","633.76K","0.18%"
"02/22/2022","11.390","11.000","11.560","10.820","951.73K","0.71%"
"02/21/2022","11.310","11.630","11.765","11.245","915.26K","-1.74%"
"02/18/2022","11.510","11.505","11.680","11.425","866.10K","0.79%"
"02/17/2022","11.420","11.745","11.780","11.420","756.12K","-2.89%"
"02/16/2022","11.760","11.685","11.840","11.655","742.90K","1.73%"
"02/15/2022","11.560","11.250","11.675","11.235","1.04M","2.21%"
"02/14/2022","11.310","11.355","11.620","11.180","2.02M","-2.88%"
"02/11/2022","11.645","11.590","11.810","11.545","867.77K","-0.85%"
"02/10/2022","11.745","11.940","11.950","11.575","1.22M","-1.05%"
"02/09/2022","11.870","11.690","11.905","11.565","997.30K","2.37%"
"02/08/2022","11.595","11.570","11.710","11.440","1.40M","-0.26%"
"02/07/2022","11.625","11.465","11.720","11.445","1.19M","1.93%"
"02/04/2022","11.405","11.720","11.765","11.360","1.12M","-2.40%"
"02/03/2022","11.685","11.565","11.800","11.550","1.17M","1.08%"
"02/02/2022","11.560","11.650","11.670","11.480","946.07K","-0.17%"
"02/01/2022","11.580","11.390","11.620","11.330","1.87M","2.93%"
"01/31/2022","11.250","11.220","11.420","11.145","1.48M","1.95%"
"01/28/2022","11.035","11.410","11.420","11.035","2.00M","-3.37%"
"01/27/2022","11.420","11.075","11.470","11.030","1.33M","1.33%"
"01/26/2022","11.270","11.200","11.475","11.105","1.59M","2.36%"
"01/25/2022","11.010","11.270","11.480","10.860","1.93M","-1.08%"
"01/24/2022","11.130","11.960","11.965","10.935","4.41M","-7.40%"
"01/21/2022","12.020","12.285","12.285","11.935","1.45M","-3.80%"
"01/20/2022","12.495","12.405","12.610","12.330","1.09M","1.09%"
"01/19/2022","12.360","12.225","12.465","12.005","4.04M","0.28%"
"01/18/2022","12.325","12.650","12.660","12.320","1.20M","-2.61%"
"01/17/2022","12.655","12.800","12.805","12.655","1.17M","-0.16%"
"01/14/2022","12.675","12.735","12.905","12.675","1.02M","-0.98%"
"01/13/2022","12.800","12.525","12.890","12.525","1.93M","2.11%"
"01/12/2022","12.535","12.215","12.590","12.190","2.79M","3.21%"
"01/11/2022","12.145","11.950","12.185","11.950","1.15M","2.36%"
"01/10/2022","11.865","12.055","12.110","11.835","1.43M","-1.21%"
"01/07/2022","12.010","12.000","12.070","11.900","1.13M","0.54%"
"01/06/2022","11.945","11.735","12.035","11.695","901.05K","0.13%"
"01/05/2022","11.930","11.715","11.945","11.710","2.87M","1.97%"
"01/04/2022","11.700","11.730","11.810","11.570","1.05M","0.26%"
"01/03/2022","11.670","11.500","11.695","11.440","1.01M","2.50%"
"12/30/2021","11.385","11.500","11.540","11.385","686.98K","-1.13%"
"12/29/2021","11.515","11.395","11.540","11.330","792.46K","0.88%"
"12/28/2021","11.415","11.335","11.505","11.335","756.72K","0.97%"
"12/27/2021","11.305","11.140","11.350","11.140","545.59K","1.12%"
"12/23/2021","11.180","11.205","11.290","11.110","2.57M","0.63%"
"12/22/2021","11.110","10.950","11.110","10.940","480.20K","1.65%"
"12/21/2021","10.930","11.055","11.140","10.930","1.73M","0.05%"
"12/20/2021","10.925","10.665","10.960","10.525","794.71K","0.23%"
"12/17/2021","10.900","10.785","11.035","10.775","844.76K","0.28%"
"12/16/2021","10.870","10.785","10.955","10.720","1.10M","2.89%"
"12/15/2021","10.565","10.620","10.730","10.535","844.03K","-0.19%"
"12/14/2021","10.585","10.355","10.665","10.280","732.61K","2.57%"
"12/13/2021","10.320","10.385","10.600","10.315","867.71K","0.63%"
"12/10/2021","10.255","10.240","10.340","10.165","409.08K","0.49%"
"12/09/2021","10.205","10.385","10.390","10.145","550.94K","-0.92%"
"12/08/2021","10.300","10.300","10.425","10.260","681.18K","0.00%"
"12/07/2021","10.300","10.175","10.335","10.120","754.47K","3.02%"
"12/06/2021","9.998","9.988","10.030","9.852","385.18K","1.38%"
"12/03/2021","9.862","10.055","10.070","9.836","583.19K","-1.63%"
"12/02/2021","10.025","9.890","10.120","9.870","681.07K","-0.10%"
"12/01/2021","10.035","9.900","10.130","9.894","668.38K","1.90%"
"11/30/2021","9.848","10.140","10.140","9.800","2.13M","-2.74%"
"11/29/2021","10.125","10.230","10.345","10.055","782.69K","0.15%"
"11/26/2021","10.110","10.265","10.385","9.950","1.53M","-4.76%"
"11/25/2021","10.615","10.800","10.800","10.505","500.04K","-1.12%"
"11/24/2021","10.735","10.800","10.930","10.700","802.19K","-0.42%"
"11/23/2021","10.780","10.660","10.855","10.580","580.35K","1.13%"
"11/22/2021","10.660","10.500","10.700","10.475","883.42K","2.01%"
"11/19/2021","10.450","10.865","10.885","10.370","1.25M","-2.84%"
"11/18/2021","10.755","10.700","10.895","10.620","1.29M","0.51%"
"11/17/2021","10.700","10.800","10.805","10.620","1.33M","-0.56%"
"11/16/2021","10.760","10.835","10.885","10.745","1.35M","-1.10%"
"11/15/2021","10.880","11.050","11.050","10.755","1.81M","-1.58%"
"11/12/2021","11.055","11.305","11.310","10.950","1.66M","-1.99%"
"11/11/2021","11.280","11.140","11.335","11.095","963.24K","1.81%"
"11/10/2021","11.080","11.185","11.220","10.925","1.96M","-1.16%"
"11/09/2021","11.210","11.440","11.555","11.195","1.16M","-1.10%"
"11/08/2021","11.335","11.255","11.400","11.130","3.19M","1.02%"
"11/05/2021","11.220","11.480","11.480","11.215","1.26M","-1.41%"
"11/04/2021","11.380","11.500","11.545","11.235","2.48M","0.35%"
